Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
158,Connie Norman,SG,22,PHI,65,,818,183,422,.434,,,,183,422,.434,.434,20,24,.833,51,50,101,66,28,7,,87,386,normaco01
159,Willie Norwood,SF,28,SEA,64,,1004,146,301,.485,,,,146,301,.485,.485,152,203,.749,91,138,229,59,42,4,,139,444,norwowi01
160,Frank Oleynick,SG,20,SEA,52,,650,127,316,.402,,,,127,316,.402,.402,53,77,.688,10,35,45,53,21,6,,62,307,oleynfr01
161,Steve Patterson,C,27,TOT,66,,918,84,220,.382,,,,84,220,.382,.382,34,54,.630,80,148,228,80,16,16,,93,202,pattest01
161,Steve Patterson,C,27,CLE,14,,136,15,38,.395,,,,15,38,.395,.395,8,10,.800,7,21,28,9,3,5,,11,38,pattest01
161,Steve Patterson,C,27,CHI,52,,782,69,182,.379,,,,69,182,.379,.379,26,44,.591,73,127,200,71,13,11,,82,164,pattest01
162,Curtis Perry,PF,27,PHO,71,,2353,386,776,.497,,,,386,776,.497,.497,175,239,.732,197,487,684,182,84,66,,269,947,perrycu01
163,Geoff Petrie,SG,27,POR,72,,2557,543,1177,.461,,,,543,1177,.461,.461,277,334,.829,38,130,168,330,82,5,,194,1363,petrige01
164,Cliff Pondexter,PF,21,CHI,75,,1326,156,380,.411,,,,156,380,.411,.411,122,182,.670,113,268,381,90,28,26,,134,434,pondecl01
165,Howard Porter,SF,27,DET,75,,1482,298,635,.469,,,,298,635,.469,.469,73,97,.753,81,214,295,25,31,36,,133,669,porteho01
166,Kevin Porter,PG,25,DET,19,,687,99,235,.421,,,,99,235,.421,.421,42,56,.750,14,30,44,193,35,3,,83,240,porteke01
167,Jim Price,PG,26,MIL,80,,2525,398,958,.415,,,,398,958,.415,.415,141,166,.849,74,187,261,395,148,32,,264,937,priceji01
168,Ed Ratleff,SF,25,HOU,72,,2401,314,647,.485,,,,314,647,.485,.485,168,206,.816,107,272,379,260,114,37,,234,796,ratleed01
169,Clifford Ray,C,27,GSW,82,,2184,212,404,.525,,,,212,404,.525,.525,140,230,.609,270,506,776,149,78,83,,247,564,raycl01
170,Kevin Restani,PF,24,MIL,82,,1650,234,493,.475,,,,234,493,.475,.475,24,42,.571,115,261,376,96,36,12,,151,492,restake01
171,Pat Riley*,SG,30,TOT,62,,813,117,301,.389,,,,117,301,.389,.389,55,77,.714,16,34,50,57,22,6,,112,289,rileypa01
171,Pat Riley*,SG,30,LAL,2,,23,5,13,.385,,,,5,13,.385,.385,1,3,.333,1,2,3,0,1,1,,5,11,rileypa01
171,Pat Riley*,SG,30,PHO,60,,790,112,288,.389,,,,112,288,.389,.389,54,74,.730,15,32,47,57,21,5,,107,278,rileypa01
172,Ron Riley,PF,25,HOU,65,,1049,115,280,.411,,,,115,280,.411,.411,38,56,.679,91,213,304,75,32,21,,137,268,rileyro01
173,Mike Riordan,SF,30,WSB,78,,1943,291,662,.440,,,,291,662,.440,.440,71,96,.740,44,143,187,122,54,13,,201,653,riordmi01
174,Rick Roberson,C,28,KCK,74,,709,73,180,.406,,,,73,180,.406,.406,42,103,.408,74,159,233,53,18,17,,126,188,roberri01
175,Truck Robinson,PF,24,WSB,82,,2055,354,779,.454,,,,354,779,.454,.454,211,314,.672,139,418,557,113,42,107,,239,919,robintr01
176,Bill Robinzine,PF,23,KCK,75,,1327,229,499,.459,,,,229,499,.459,.459,145,198,.732,128,227,355,60,80,8,,290,603,robinbi01
177,John Roche,SG,26,LAL,15,,52,3,14,.214,,,,3,14,.214,.214,2,4,.500,0,3,3,6,0,0,,7,8,rochejo01
178,Curtis Rowe,PF,26,DET,80,,2998,514,1098,.468,,,,514,1098,.468,.468,252,342,.737,231,466,697,183,47,45,,209,1280,rowecu01
179,Campy Russell,SF,24,CLE,82,,1961,483,1003,.482,,,,483,1003,.482,.482,266,344,.773,134,211,345,107,69,10,,231,1232,russeca02
180,Cazzie Russell,SF,31,LAL,74,,1625,371,802,.463,,,,371,802,.463,.463,132,148,.892,50,133,183,122,53,3,,122,874,russeca01
181,Fred Saunders,SF,24,PHO,17,,146,28,64,.438,,,,28,64,.438,.438,6,11,.545,11,26,37,13,5,1,,23,62,saundfr01
182,Dale Schlueter,C,30,BUF,71,,773,61,122,.500,,,,61,122,.500,.500,54,81,.667,58,166,224,80,13,17,,141,176,schluda01
183,Charlie Scott*,SG,27,BOS,82,,2913,588,1309,.449,,,,588,1309,.449,.449,267,335,.797,106,252,358,341,103,24,,356,1443,scottch01
184,Bruce Seals,SF,22,SEA,81,,2435,388,889,.436,,,,388,889,.436,.436,181,267,.678,157,350,507,119,64,44,,314,957,sealsbr01
185,Ed Searcy,SF,23,BOS,4,,12,2,6,.333,,,,2,6,.333,.333,2,2,1.000,0,0,0,1,0,0,,4,6,searced01
186,Gene Short,SF,22,TOT,34,,222,32,91,.352,,,,32,91,.352,.352,20,32,.625,19,29,48,10,8,3,,36,84,shortge01
186,Gene Short,SF,22,SEA,7,,37,6,11,.545,,,,6,11,.545,.545,1,2,.500,2,5,7,2,0,0,,5,13,shortge01
186,Gene Short,SF,22,NYK,27,,185,26,80,.325,,,,26,80,.325,.325,19,30,.633,17,24,41,8,8,3,,31,71,shortge01
187,John Shumate,PF,23,TOT,75,,1976,332,592,.561,,,,332,592,.561,.561,212,326,.650,143,411,554,127,82,34,,159,876,shumajo01
187,John Shumate,PF,23,PHO,43,,930,186,338,.550,,,,186,338,.550,.550,115,183,.628,61,179,240,62,44,16,,76,487,shumajo01
187,John Shumate,PF,23,BUF,32,,1046,146,254,.575,,,,146,254,.575,.575,97,143,.678,82,232,314,65,38,18,,83,389,shumajo01
188,Paul Silas,PF,32,BOS,81,,2662,315,740,.426,,,,315,740,.426,.426,236,333,.709,365,660,1025,203,56,33,,227,866,silaspa01
189,Tal Skinner,SF,23,SEA,72,,1224,132,285,.463,,,,132,285,.463,.463,49,80,.613,89,175,264,67,50,7,,116,313,skinnta01
190,Jerry Sloan*,SG,33,CHI,22,,617,84,210,.400,,,,84,210,.400,.400,55,78,.705,40,76,116,22,27,5,,77,223,sloanje01
191,Bingo Smith,SG,29,CLE,81,,2338,495,1121,.442,,,,495,1121,.442,.442,111,136,.816,83,258,341,155,58,36,,231,1101,smithbi02
192,Elmore Smith,C,26,MIL,78,,2809,498,962,.518,,,,498,962,.518,.518,222,351,.632,201,692,893,97,78,238,,268,1218,smithel01
193,Greg Smith,SF,29,POR,1,,3,0,1,.000,,,,0,1,.000,.000,0,0,,0,0,0,0,0,0,,2,0,smithgr01
194,Phil Smith,SG,23,GSW,82,,2793,659,1383,.477,,,,659,1383,.477,.477,323,410,.788,133,243,376,362,108,18,,223,1641,smithph01
195,Randy Smith,SG,27,BUF,82,,3167,702,1422,.494,,,,702,1422,.494,.494,383,469,.817,104,313,417,484,153,4,,274,1787,smithra01
196,Dick Snyder,SG,31,CLE,82,,2274,441,881,.501,,,,441,881,.501,.501,155,188,.824,50,148,198,220,59,33,,215,1037,snydedi01
197,Ricky Sobers,SG,23,PHO,78,,1898,280,623,.449,,,,280,623,.449,.449,158,192,.823,80,179,259,215,106,7,,253,718,soberri01
198,Mike Sojourner,C,22,ATL,67,,1602,248,524,.473,,,,248,524,.473,.473,80,119,.672,126,323,449,58,38,40,,174,576,sojoumi01
199,Kevin Stacom,SG,24,BOS,77,,1114,170,387,.439,,,,170,387,.439,.439,68,91,.747,62,99,161,128,23,5,,117,408,stacoke01
200,Bud Stallworth,SF,26,NOJ,56,,1051,211,483,.437,,,,211,483,.437,.437,85,124,.685,42,103,145,53,30,17,,135,507,stallbu01
201,Larry Steele,SG,26,POR,81,,2382,322,651,.495,,,,322,651,.495,.495,154,203,.759,77,215,292,324,170,19,,289,798,steella01
202,Terry Thomas,PF,22,DET,28,,136,28,65,.431,,,,28,65,.431,.431,21,29,.724,15,21,36,3,4,2,,21,77,thomate01
203,Nate Thurmond*,C,34,TOT,78,,1393,142,337,.421,,,,142,337,.421,.421,62,123,.504,115,300,415,94,22,98,,160,346,thurmna01
203,Nate Thurmond*,C,34,CHI,13,,260,20,45,.444,,,,20,45,.444,.444,8,18,.444,14,57,71,26,4,12,,15,48,thurmna01
203,Nate Thurmond*,C,34,CLE,65,,1133,122,292,.418,,,,122,292,.418,.418,54,105,.514,101,243,344,68,18,86,,145,298,thurmna01
204,Rudy Tomjanovich*,PF,27,HOU,79,,2912,622,1202,.517,,,,622,1202,.517,.517,221,288,.767,167,499,666,188,42,19,,206,1465,tomjaru01
205,George Trapp,PF,27,DET,76,,1091,278,602,.462,,,,278,602,.462,.462,63,88,.716,79,150,229,50,33,23,,167,619,trappge01
206,Wes Unseld*,C,29,WSB,78,,2922,318,567,.561,,,,318,567,.561,.561,114,195,.585,271,765,1036,404,84,59,,203,750,unselwe01
207,Dick Van Arsdale,SG,32,PHO,58,,1870,276,570,.484,,,,276,570,.484,.484,195,235,.830,39,98,137,140,52,11,,113,747,vanardi01
208,Tom Van Arsdale,SF,32,ATL,75,,2026,346,785,.441,,,,346,785,.441,.441,126,166,.759,35,151,186,146,57,7,,202,818,vanarto01
209,Norm Van Lier,PG,28,CHI,76,,3026,361,987,.366,,,,361,987,.366,.366,235,319,.737,138,272,410,500,150,26,,298,957,vanlino01
210,Neal Walk,C,27,NYK,82,,1340,262,607,.432,,,,262,607,.432,.432,79,99,.798,98,291,389,119,26,22,,209,603,walkne01
211,Foots Walker,PG,24,CLE,81,,1280,143,369,.388,,,,143,369,.388,.388,84,108,.778,53,129,182,288,98,5,,136,370,walkefo01
212,Jimmy Walker,SG,31,KCK,73,,2490,459,950,.483,,,,459,950,.483,.483,231,267,.865,49,128,177,176,87,14,,186,1149,walkeji01
213,Bill Walton*,C,23,POR,51,,1687,345,732,.471,,,,345,732,.471,.471,133,228,.583,132,549,681,220,49,82,,144,823,waltobi01
214,Cornell Warner,PF,27,LAL,81,,2512,251,524,.479,,,,251,524,.479,.479,89,128,.695,223,499,722,106,55,46,,283,591,warneco01
215,Jim Washington,PF,32,BUF,1,,7,0,1,.000,,,,0,1,.000,.000,0,0,,1,0,1,1,0,0,,0,0,washiji01
216,Kermit Washington,PF,24,LAL,36,,492,39,90,.433,,,,39,90,.433,.433,45,66,.682,51,114,165,20,11,26,,76,123,washike01
217,Slick Watts,PG,24,SEA,82,,2776,433,1015,.427,,,,433,1015,.427,.427,199,344,.578,112,253,365,661,261,16,,270,1065,wattssl01
218,Nick Weatherspoon,SF,25,WSB,64,,1083,218,458,.476,,,,218,458,.476,.476,96,137,.701,85,189,274,55,46,16,,172,532,weathni01
219,Scott Wedman,SF,23,KCK,82,,2968,538,1181,.456,,,,538,1181,.456,.456,191,245,.780,199,407,606,199,103,36,,280,1267,wedmasc01
220,Bob Weiss,PG,33,BUF,66,,995,89,183,.486,,,,89,183,.486,.486,35,48,.729,13,53,66,150,48,14,,94,213,weissbo01
221,Walt Wesley,C,31,LAL,1,,7,1,2,.500,,,,1,2,.500,.500,2,4,.500,0,1,1,1,0,0,,2,4,weslewa01
222,Paul Westphal*,PG,25,PHO,82,,2960,657,1329,.494,,,,657,1329,.494,.494,365,440,.830,74,185,259,440,210,38,,218,1679,westppa01
223,John Wetzel,SG,31,PHO,37,,249,22,46,.478,,,,22,46,.478,.478,20,24,.833,8,30,38,19,9,3,,30,64,wetzejo01
224,Jo Jo White*,PG,29,BOS,82,,3257,670,1492,.449,,,,670,1492,.449,.449,212,253,.838,61,252,313,445,107,20,,183,1552,whitejo01
225,Rudy White,SG,22,HOU,32,,284,42,102,.412,,,,42,102,.412,.412,18,25,.720,13,25,38,30,19,5,,32,102,whiteru01
226,Sidney Wicks,PF,26,POR,79,,3044,580,1201,.483,,,,580,1201,.483,.483,345,512,.674,245,467,712,244,77,53,,250,1505,wickssi01
227,Jamaal Wilkes*,SF,22,GSW,82,,2716,617,1334,.463,,,,617,1334,.463,.463,227,294,.772,193,527,720,167,102,31,,222,1461,wilkeja01
228,Earl Williams,C,24,DET,46,,562,73,152,.480,,,,73,152,.480,.480,22,44,.500,103,148,251,18,22,20,,81,168,williea01
229,Gus Williams,PG,22,GSW,77,,1728,365,853,.428,,,,365,853,.428,.428,173,233,.742,62,97,159,240,140,26,,143,903,willigu01
230,Nate Williams,SF,25,NOJ,81,,1935,421,948,.444,,,,421,948,.444,.444,197,239,.824,135,225,360,107,109,17,,253,1039,willina01
231,Ron Williams,PG,31,LAL,9,,158,17,43,.395,,,,17,43,.395,.395,10,13,.769,2,17,19,21,3,0,,15,44,williro01
232,Bill Willoughby,SF,18,ATL,62,,870,113,284,.398,,,,113,284,.398,.398,66,100,.660,103,185,288,31,37,29,,87,292,willobi01
233,Bobby Wilson,SG,25,CHI,58,,856,197,489,.403,,,,197,489,.403,.403,43,58,.741,32,62,94,52,25,2,,96,437,wilsobo03
234,Lee Winfield,PG,28,KCK,22,,214,32,66,.485,,,,32,66,.485,.485,9,14,.643,8,16,24,19,10,6,,14,73,winfile01
235,Harthorne Wingo,PF,28,NYK,57,,533,72,163,.442,,,,72,163,.442,.442,40,60,.667,46,61,107,18,19,8,,59,184,wingoha01
236,Brian Winters,SG,23,MIL,78,,2795,618,1333,.464,,,,618,1333,.464,.464,180,217,.829,66,183,249,366,124,25,,240,1416,wintebr01
237,Luke Witte,C,25,CLE,22,,99,11,32,.344,,,,11,32,.344,.344,9,15,.600,9,29,38,4,1,1,,14,31,wittelu01
238,Dave Wohl,PG,26,HOU,50,,700,66,163,.405,,,,66,163,.405,.405,38,49,.776,9,47,56,112,26,1,,112,170,wohlda01
