Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
12,Mike Bantom,SF,24,TOT,73,,1571,220,476,.462,,,,220,476,.462,.462,136,199,.683,140,251,391,105,28,28,,221,576,bantomi01
12,Mike Bantom,SF,24,PHO,7,,68,8,26,.308,,,,8,26,.308,.308,5,5,1.000,7,16,23,3,2,2,,13,21,bantomi01
12,Mike Bantom,SF,24,SEA,66,,1503,212,450,.471,,,,212,450,.471,.471,131,194,.675,133,235,368,102,26,26,,208,555,bantomi01
13,Jim Barnett,SG,31,NYK,71,,1026,164,371,.442,,,,164,371,.442,.442,90,114,.789,48,40,88,90,24,3,,86,418,barneji02
14,Rick Barry*,SF,31,GSW,81,,3122,707,1624,.435,,,,707,1624,.435,.435,287,311,.923,74,422,496,496,202,27,,215,1701,barryri01
15,Jerry Baskerville,SF,24,PHI,21,,105,8,26,.308,,,,8,26,.308,.308,10,16,.625,13,15,28,3,6,5,,32,26,baskeje01
16,Butch Beard,PG,28,TOT,75,,1704,228,496,.460,,,,228,496,.460,.460,144,192,.750,103,207,310,218,81,8,,216,600,beardbu01
16,Butch Beard,PG,28,CLE,15,,255,35,90,.389,,,,35,90,.389,.389,27,37,.730,14,29,43,45,10,2,,36,97,beardbu01
16,Butch Beard,PG,28,NYK,60,,1449,193,406,.475,,,,193,406,.475,.475,117,155,.755,89,178,267,173,71,6,,180,503,beardbu01
17,Ron Behagen,PF,25,NOJ,66,,1733,308,691,.446,,,,308,691,.446,.446,144,179,.804,190,363,553,139,67,26,,222,760,behagro01
18,Dennis Bell,SF,24,NYK,10,,76,8,21,.381,,,,8,21,.381,.381,3,7,.429,4,10,14,3,6,1,,11,19,bellde01
19,Leon Benbow,SG,25,CHI,76,,1586,219,551,.397,,,,219,551,.397,.397,105,140,.750,65,111,176,158,62,11,,186,543,benbole01
20,Henry Bibby,PG,26,NOJ,79,,1772,266,622,.428,,,,266,622,.428,.428,200,251,.797,58,121,179,225,62,3,,165,732,bibbyhe01
21,Bob Bigelow,SF,22,KCK,31,,163,16,47,.340,,,,16,47,.340,.340,24,33,.727,9,20,29,9,4,1,,18,56,bigelbo01
22,Dave Bing*,PG,32,WSB,82,,2945,497,1113,.447,,,,497,1113,.447,.447,332,422,.787,94,143,237,492,118,23,,262,1326,bingda01
23,John Block,PF,31,CHI,2,,7,2,4,.500,,,,2,4,.500,.500,0,2,.000,0,2,2,0,1,0,,2,4,blockjo01
24,Tom Boerwinkle,C,30,CHI,74,,2045,265,530,.500,,,,265,530,.500,.500,118,177,.667,263,529,792,283,47,52,,263,648,boerwto01
25,Tom Boswell,PF,22,BOS,35,,275,41,93,.441,,,,41,93,.441,.441,14,24,.583,26,45,71,16,2,1,,70,96,bosweto01
26,Freddie Boyd,SG-PG,25,TOT,36,,617,74,171,.433,,,,74,171,.433,.433,29,51,.569,4,28,32,80,28,7,,59,177,boydfr01
26,Freddie Boyd,PG,25,PHI,6,,33,2,6,.333,,,,2,6,.333,.333,1,2,.500,0,2,2,2,1,0,,5,5,boydfr01
26,Freddie Boyd,SG,25,NOJ,30,,584,72,165,.436,,,,72,165,.436,.436,28,49,.571,4,26,30,78,27,7,,54,172,boydfr01
27,Bill Bradley*,SF,32,NYK,82,,2709,392,906,.433,,,,392,906,.433,.433,130,148,.878,47,187,234,247,68,18,,256,914,bradlbi01
28,Jim Brewer,PF,24,CLE,82,,2913,400,874,.458,,,,400,874,.458,.458,140,214,.654,298,593,891,209,94,89,,214,940,breweji01
29,Junior Bridgeman,SF,22,MIL,81,,1646,286,651,.439,,,,286,651,.439,.439,128,161,.795,113,181,294,157,52,21,,235,700,bridgju01
30,Gary Brokaw,SG,22,MIL,75,,1468,237,519,.457,,,,237,519,.457,.457,159,227,.700,26,99,125,246,37,17,,138,633,brokaga01
31,Fred Brown,SG,27,SEA,76,,2516,742,1522,.488,,,,742,1522,.488,.488,273,314,.869,111,206,317,207,143,18,,186,1757,brownfr01
32,John Brown,PF,24,ATL,75,,1758,215,486,.442,,,,215,486,.442,.442,162,209,.775,146,257,403,126,45,16,,235,592,brownjo01
33,Roger Brown,C,25,DET,29,,454,29,72,.403,,,,29,72,.403,.403,14,18,.778,47,83,130,12,6,25,,76,72,brownro02
34,Joe Bryant,PF,21,PHI,75,,1203,233,552,.422,,,,233,552,.422,.422,92,147,.626,97,181,278,61,44,23,,165,558,bryanjo01
35,Tom Burleson,C,23,SEA,82,,2647,496,1032,.481,,,,496,1032,.481,.481,291,388,.750,258,484,742,180,70,150,,273,1283,burleto01
36,Corky Calhoun,SF,25,LAL,76,,1816,172,368,.467,,,,172,368,.467,.467,65,83,.783,117,224,341,85,62,35,,216,409,calhoco01
37,Al Carlson,C,24,SEA,28,,279,27,79,.342,,,,27,79,.342,.342,18,29,.621,30,43,73,13,7,11,,39,72,carlsal01
38,Austin Carr,SG,27,CLE,65,,1282,276,625,.442,,,,276,625,.442,.442,106,134,.791,67,65,132,122,37,2,,92,658,carrau01
39,Fred Carter,PG,30,PHI,82,,2992,665,1594,.417,,,,665,1594,.417,.417,219,312,.702,113,186,299,372,137,13,,286,1549,cartefr01
40,Harvey Catchings,C,24,PHI,75,,1731,103,242,.426,,,,103,242,.426,.426,58,96,.604,191,329,520,63,21,164,,262,264,catchha01
41,Ken Charles,SG,24,BUF,81,,2247,328,719,.456,,,,328,719,.456,.456,161,205,.785,58,161,219,204,123,48,,257,817,charlke01
42,Phil Chenier,SG,25,WSB,80,,2952,654,1355,.483,,,,654,1355,.483,.483,282,341,.827,84,236,320,255,158,45,,186,1590,cheniph01
43,Jim Chones,C,26,CLE,82,,2741,563,1258,.448,,,,563,1258,.448,.448,172,260,.662,197,542,739,163,42,93,,241,1298,choneji01
44,Archie Clark,SG,34,DET,79,,1589,250,577,.433,,,,250,577,.433,.433,100,116,.862,27,110,137,218,62,4,,157,600,clarkar01
45,Jim Cleamons,PG,26,CLE,82,,2835,413,887,.466,,,,413,887,.466,.466,174,218,.798,124,230,354,428,124,20,,214,1000,cleamji01
46,Barry Clemens,SF,32,POR,49,,443,70,143,.490,,,,70,143,.490,.490,31,35,.886,27,43,70,33,27,7,,57,171,clemeba01
47,E.C. Coleman,PF,25,NOJ,67,,1850,216,479,.451,,,,216,479,.451,.451,59,89,.663,124,295,419,87,56,30,,227,491,colemec01
48,Doug Collins,SG,24,PHI,77,,2995,614,1196,.513,,,,614,1196,.513,.513,372,445,.836,126,181,307,191,110,24,,249,1600,collido01
49,Mel Counts,C,34,NOJ,30,,319,37,91,.407,,,,37,91,.407,.407,16,21,.762,27,73,100,38,16,8,,74,90,countme01
50,Dave Cowens*,C,27,BOS,78,,3101,611,1305,.468,,,,611,1305,.468,.468,257,340,.756,335,911,1246,325,94,71,,314,1479,cowenda01
51,Jim Creighton,SF,25,ATL,32,,172,12,43,.279,,,,12,43,.279,.279,7,16,.438,13,32,45,4,2,9,,23,31,creigji01
52,Billy Cunningham*,SF,32,PHI,20,,640,103,251,.410,,,,103,251,.410,.410,68,88,.773,29,118,147,107,24,10,,57,274,cunnibi01
53,Mike D'Antoni,SG,24,KCK,9,,101,7,27,.259,,,,7,27,.259,.259,2,2,1.000,4,10,14,16,10,0,,18,16,dantomi01
54,Bob Dandridge*,SF,28,MIL,73,,2735,650,1296,.502,,,,650,1296,.502,.502,271,329,.824,171,369,540,206,111,38,,263,1571,dandrbo01
55,Dwight Davis,PF,26,GSW,72,,866,111,269,.413,,,,111,269,.413,.413,78,113,.690,86,139,225,46,20,28,,141,300,davisdw01
56,Mel Davis,PF,25,NYK,42,,408,76,193,.394,,,,76,193,.394,.394,22,29,.759,43,105,148,31,16,5,,56,174,davisme01
57,Mickey Davis,SF,25,MIL,45,,411,55,152,.362,,,,55,152,.362,.362,50,63,.794,25,59,84,37,13,2,,36,160,davismi02
58,Darryl Dawkins,C,19,PHI,37,,165,41,82,.500,,,,41,82,.500,.500,8,24,.333,15,34,49,3,2,9,,40,90,dawkida01
59,Rod Derline,SG,23,SEA,49,,339,73,181,.403,,,,73,181,.403,.403,45,56,.804,8,19,27,26,11,1,,22,191,derliro01
60,Henry Dickerson,SG,24,DET,17,,112,9,29,.310,,,,9,29,.310,.310,10,16,.625,3,0,3,8,2,1,,17,28,dickehe01
61,Derrek Dickey,PF,24,GSW,79,,1207,220,473,.465,,,,220,473,.465,.465,62,79,.785,114,235,349,83,26,11,,141,502,dickede01
62,Ernie DiGregorio,PG,25,BUF,67,,1364,182,474,.384,,,,182,474,.384,.384,86,94,.915,15,97,112,265,37,1,,158,450,digreer01
63,John Drew,SF,21,ATL,77,,2351,586,1168,.502,,,,586,1168,.502,.502,488,656,.744,286,374,660,150,138,30,,261,1660,drewjo01
64,Charles Dudley,PG,25,GSW,82,,1456,182,345,.528,,,,182,345,.528,.528,157,245,.641,112,157,269,239,77,2,,170,521,dudlech01
65,Dennis DuVal,PG,23,ATL,13,,130,15,43,.349,,,,15,43,.349,.349,6,9,.667,1,7,8,20,6,2,,15,36,duvalde01
66,Al Eberhard,SF,23,DET,81,,2066,283,683,.414,,,,283,683,.414,.414,191,229,.834,139,251,390,83,87,15,,250,757,eberhal01
67,Leroy Ellis,C,35,PHI,29,,489,61,132,.462,,,,61,132,.462,.462,17,28,.607,47,75,122,21,16,9,,62,139,ellisle01
68,Keith Erickson,SF,31,PHO,74,,1850,305,649,.470,,,,305,649,.470,.470,134,157,.854,106,226,332,185,79,6,,196,744,erickke01
69,Eric Fernsten,C,22,TOT,37,,268,33,86,.384,,,,33,86,.384,.384,26,37,.703,25,45,70,19,7,14,,21,92,fernser01
69,Eric Fernsten,C,22,CLE,4,,9,0,2,.000,,,,0,2,.000,.000,0,0,,0,1,1,0,0,0,,1,0,fernser01
69,Eric Fernsten,C,22,CHI,33,,259,33,84,.393,,,,33,84,.393,.393,26,37,.703,25,44,69,19,7,14,,20,92,fernser01
70,Larry Fogle,SG,22,NYK,2,,14,1,5,.200,,,,1,5,.200,.200,0,0,,1,2,3,0,1,0,,4,2,foglela01
71,Chris Ford,SG,27,DET,82,,2198,301,707,.426,,,,301,707,.426,.426,83,115,.722,80,211,291,272,178,24,,222,685,fordch01
72,Don Ford,SF,23,LAL,76,,1838,311,710,.438,,,,311,710,.438,.438,104,139,.748,118,215,333,111,50,14,,186,726,forddo01
73,Jim Fox,C,32,MIL,70,,918,105,203,.517,,,,105,203,.517,.517,62,79,.785,82,153,235,42,27,16,,129,272,foxji01
74,Walt Frazier*,PG,30,NYK,59,,2427,470,969,.485,,,,470,969,.485,.485,186,226,.823,79,321,400,351,106,9,,163,1126,fraziwa01
75,World B. Free,SG,22,PHI,71,,1121,239,533,.448,,,,239,533,.448,.448,112,186,.602,64,61,125,104,37,6,,107,590,freewo01
76,Donnie Freeman,SG,31,LAL,64,,1480,263,606,.434,,,,263,606,.434,.434,163,199,.819,72,108,180,171,57,11,,160,689,freemdo01
77,Rowland Garrett,SF,25,TOT,55,,540,108,258,.419,,,,108,258,.419,.419,53,65,.815,45,72,117,17,25,7,,68,269,garrero01
77,Rowland Garrett,SF,25,CHI,14,,324,57,131,.435,,,,57,131,.435,.435,38,44,.864,27,48,75,7,8,4,,32,152,garrero01
77,Rowland Garrett,SF,25,CLE,41,,216,51,127,.402,,,,51,127,.402,.402,15,21,.714,18,24,42,10,17,3,,36,117,garrero01
78,John Gianelli,C,25,NYK,82,,2332,325,687,.473,,,,325,687,.473,.473,114,160,.713,187,365,552,115,25,62,,194,764,gianejo01
79,Dick Gibbs,SF,27,BUF,72,,866,129,301,.429,,,,129,301,.429,.429,77,93,.828,42,64,106,49,16,14,,133,335,gibbsdi01
80,Herm Gilliam,SG,29,SEA,81,,1644,299,676,.442,,,,299,676,.442,.442,90,116,.776,56,164,220,202,82,12,,139,688,gillihe01
81,Gail Goodrich*,SG,32,LAL,75,,2646,583,1321,.441,,,,583,1321,.441,.441,293,346,.847,94,120,214,421,123,17,,238,1459,goodrga01
82,Leonard Gray,PF,24,SEA,66,,2139,394,831,.474,,,,394,831,.474,.474,126,169,.746,109,289,398,203,75,36,,260,914,grayle01
83,Kevin Grevey,SF,22,WSB,56,,504,79,213,.371,,,,79,213,.371,.371,52,58,.897,24,36,60,27,13,3,,65,210,greveke01
84,Bob Gross,SF,22,POR,76,,1474,209,400,.523,,,,209,400,.523,.523,97,142,.683,138,169,307,163,91,43,,186,515,grossbo01
85,Matt Guokas,SG,31,TOT,56,,793,73,173,.422,,,,73,173,.422,.422,18,27,.667,22,41,63,70,18,3,,76,164,guokama02
85,Matt Guokas,SG,31,CHI,18,,278,36,74,.486,,,,36,74,.486,.486,9,11,.818,4,12,16,28,5,1,,23,81,guokama02
85,Matt Guokas,SG,31,KCK,38,,515,37,99,.374,,,,37,99,.374,.374,9,16,.563,18,29,47,42,13,2,,53,83,guokama02
86,Lindsay Hairston,SF,24,DET,47,,651,104,228,.456,,,,104,228,.456,.456,65,112,.580,65,114,179,21,21,32,,84,273,hairsli01
87,Glenn Hansen,SG,23,KCK,66,,1145,173,420,.412,,,,173,420,.412,.412,85,117,.726,77,110,187,67,47,13,,144,431,hansegl01
88,Clem Haskins,SG,32,WSB,55,,737,148,269,.550,,,,148,269,.550,.550,54,65,.831,12,42,54,73,23,8,,79,350,haskicl01
89,John Havlicek*,SF,35,BOS,76,,2598,504,1121,.450,,,,504,1121,.450,.450,281,333,.844,116,198,314,278,97,29,,204,1289,havlijo01
90,Steve Hawes,C,25,TOT,72,,1411,199,403,.494,,,,199,403,.494,.494,87,120,.725,171,326,497,115,44,25,,169,485,hawesst01
90,Steve Hawes,C,25,HOU,6,,51,5,13,.385,,,,5,13,.385,.385,0,0,,5,13,18,10,0,0,,6,10,hawesst01
90,Steve Hawes,C,25,POR,66,,1360,194,390,.497,,,,194,390,.497,.497,87,120,.725,166,313,479,105,44,25,,163,475,hawesst01
91,Bubbles Hawkins,SG,21,GSW,32,,153,53,104,.510,,,,53,104,.510,.510,20,31,.645,16,14,30,16,10,8,,31,126,hawkiro01
92,Connie Hawkins*,PF,33,ATL,74,,1907,237,530,.447,,,,237,530,.447,.447,136,191,.712,102,343,445,212,80,46,,172,610,hawkico01
93,Nate Hawthorne,SG,26,PHO,79,,1144,182,423,.430,,,,182,423,.430,.430,115,170,.676,86,123,209,46,33,15,,147,479,hawthna01
94,Elvin Hayes*,PF,30,WSB,80,,2975,649,1381,.470,,,,649,1381,.470,.470,287,457,.628,210,668,878,121,104,202,,293,1585,hayesel01
95,Spencer Haywood*,PF,26,NYK,78,,2892,605,1360,.445,,,,605,1360,.445,.445,339,448,.757,234,644,878,92,53,80,,255,1549,haywosp01
96,Gar Heard,PF,27,TOT,86,,2747,392,901,.435,,,,392,901,.435,.435,158,248,.637,247,622,869,190,117,96,,303,942,heardga01
96,Gar Heard,PF,27,BUF,50,,1527,207,492,.421,,,,207,492,.421,.421,82,135,.607,138,373,511,126,66,55,,183,496,heardga01
96,Gar Heard,PF,27,PHO,36,,1220,185,409,.452,,,,185,409,.452,.452,76,113,.673,109,249,358,64,51,41,,120,446,heardga01
97,Tom Henderson,PG,24,ATL,81,,2900,469,1136,.413,,,,469,1136,.413,.413,216,305,.708,58,207,265,374,137,10,,195,1154,hendeto01
98,Wilbur Holland,SG,24,ATL,33,,351,85,213,.399,,,,85,213,.399,.399,22,34,.647,15,26,41,26,20,2,,48,192,hollawi01
99,Lionel Hollins,PG,22,POR,74,,1891,311,738,.421,,,,311,738,.421,.421,178,247,.721,39,136,175,306,131,28,,235,800,hollili01
100,Lou Hudson*,SG,31,ATL,81,,2558,569,1205,.472,,,,569,1205,.472,.472,237,291,.814,104,196,300,214,124,17,,241,1375,hudsolo01
101,John Hummer,PF,27,SEA,29,,364,32,67,.478,,,,32,67,.478,.478,17,41,.415,21,56,77,25,6,9,,71,81,hummejo01
102,Phil Jackson*,PF,30,NYK,80,,1461,185,387,.478,,,,185,387,.478,.478,110,150,.733,80,263,343,105,41,20,,275,480,jacksph01
103,Aaron James,SF,23,NOJ,75,,1346,262,594,.441,,,,262,594,.441,.441,153,204,.750,93,156,249,59,33,6,,172,677,jamesaa01
104,Charles Johnson,PG,26,GSW,81,,1549,342,732,.467,,,,342,732,.467,.467,60,79,.759,77,125,202,122,100,7,,178,744,johnsch01
105,George Johnson,C,27,GSW,82,,1745,165,341,.484,,,,165,341,.484,.484,70,104,.673,200,427,627,82,51,174,,275,400,johnsge02
106,John Johnson,SF,28,TOT,76,,1697,316,697,.453,,,,316,697,.453,.453,120,155,.774,94,238,332,217,57,36,,194,752,johnsjo01
106,John Johnson,SF,28,POR,9,,212,41,88,.466,,,,41,88,.466,.466,23,27,.852,13,27,40,20,7,8,,31,105,johnsjo01
106,John Johnson,SF,28,HOU,67,,1485,275,609,.452,,,,275,609,.452,.452,97,128,.758,81,211,292,197,50,28,,163,647,johnsjo01
107,Mickey Johnson,PF,23,CHI,81,,2390,478,1033,.463,,,,478,1033,.463,.463,283,360,.786,279,479,758,130,93,66,,292,1239,johnsmi01
108,Ollie Johnson,SF,26,KCK,81,,2150,348,678,.513,,,,348,678,.513,.513,125,149,.839,116,241,357,146,67,42,,217,821,johnsol01
109,Dwight Jones,C,23,ATL,66,,1762,251,542,.463,,,,251,542,.463,.463,163,219,.744,171,353,524,83,52,61,,214,665,jonesdw01
110,Jimmy Jones,PG,31,WSB,64,,1133,153,308,.497,,,,153,308,.497,.497,72,94,.766,32,99,131,120,33,5,,127,378,jonesji01
111,Steve Jones,SG,33,POR,64,,819,168,380,.442,,,,168,380,.442,.442,78,94,.830,13,62,75,63,17,6,,96,414,jonesst01
112,Wali Jones,PG,33,TOT,17,,176,23,49,.469,,,,23,49,.469,.469,9,13,.692,0,9,9,33,6,0,,27,55,joneswa02
112,Wali Jones,PG,33,DET,1,,19,4,11,.364,,,,4,11,.364,.364,0,0,,0,0,0,2,2,0,,2,8,joneswa02
112,Wali Jones,PG,33,PHI,16,,157,19,38,.500,,,,19,38,.500,.500,9,13,.692,0,9,9,31,4,0,,25,47,joneswa02
113,Rich Kelley,C,22,NOJ,75,,1346,184,379,.485,,,,184,379,.485,.485,159,205,.776,193,335,528,155,52,60,,209,527,kelleri01
114,Len Kosmalski,C,24,KCK,9,,93,8,20,.400,,,,8,20,.400,.400,4,7,.571,9,16,25,12,3,4,,11,20,kosmale01
115,Tom Kozelko,PF,24,WSB,67,,584,48,99,.485,,,,48,99,.485,.485,19,30,.633,19,63,82,33,19,4,,74,115,kozelto01
116,Tom Kropp,SG,22,WSB,25,,72,7,30,.233,,,,7,30,.233,.233,5,6,.833,5,10,15,8,2,0,,20,19,kroppto01
117,Steve Kuberski,C-SF,28,TOT,70,,967,135,291,.464,,,,135,291,.464,.464,71,79,.899,90,169,259,47,12,13,,133,341,kuberst01
117,Steve Kuberski,SF,28,BUF,10,,85,7,17,.412,,,,7,17,.412,.412,3,3,1.000,4,21,25,3,1,2,,10,17,kuberst01
117,Steve Kuberski,C,28,BOS,60,,882,128,274,.467,,,,128,274,.467,.467,68,76,.895,86,148,234,44,11,11,,123,324,kuberst01
118,Kevin Kunnert,C,24,HOU,80,,2335,465,954,.487,,,,465,954,.487,.487,102,156,.654,267,520,787,155,57,105,,315,1032,kunneke01
119,C.J. Kupec,SF,23,LAL,16,,55,10,40,.250,,,,10,40,.250,.250,7,11,.636,4,19,23,5,3,0,,7,27,kupeccj01
120,Sam Lacey,C,27,KCK,81,,3083,409,1019,.401,,,,409,1019,.401,.401,217,286,.759,218,806,1024,378,132,134,,286,1035,laceysa01
121,John Lambert,PF,23,CLE,54,,333,49,110,.445,,,,49,110,.445,.445,25,37,.676,37,65,102,16,8,12,,54,123,lambejo01
122,Bob Lanier*,C,27,DET,64,,2363,541,1017,.532,,,,541,1017,.532,.532,284,370,.768,217,529,746,217,79,86,,203,1366,laniebo01
123,Stu Lantz,PG,29,LAL,53,,853,85,204,.417,,,,85,204,.417,.417,80,89,.899,28,71,99,76,27,3,,105,250,lantzst01
124,John Laskowski,SG,22,CHI,71,,1570,284,690,.412,,,,284,690,.412,.412,87,120,.725,52,167,219,55,56,10,,90,655,laskojo01
125,Clyde Lee,C,31,PHI,79,,1421,123,282,.436,,,,123,282,.436,.436,63,95,.663,164,289,453,59,23,27,,188,309,leecl01
126,Greg Lee,PG,24,POR,5,,35,2,4,.500,,,,2,4,.500,.500,2,2,1.000,0,2,2,11,2,0,,6,6,leegr01
127,Bob Love,SF,33,CHI,76,,2823,543,1391,.390,,,,543,1391,.390,.390,362,452,.801,191,319,510,145,63,10,,233,1448,lovebo01
128,Phil Lumpkin,PG,24,PHO,34,,370,22,65,.338,,,,22,65,.338,.338,26,30,.867,7,16,23,48,15,0,,26,70,lumpkph01
129,Pete Maravich*,SG,28,NOJ,62,,2373,604,1316,.459,,,,604,1316,.459,.459,396,488,.811,46,254,300,332,87,23,,197,1604,maravpe01
130,Jack Marin,SF,31,TOT,79,,1909,343,812,.422,,,,343,812,.422,.422,161,188,.856,69,183,252,141,45,11,,164,847,marinja01
130,Jack Marin,SF,31,BUF,12,,278,41,94,.436,,,,41,94,.436,.436,27,33,.818,10,30,40,23,7,6,,30,109,marinja01
130,Jack Marin,SF,31,CHI,67,,1631,302,718,.421,,,,302,718,.421,.421,134,155,.865,59,153,212,118,38,5,,134,738,marinja01
131,LaRue Martin,C,25,POR,63,,889,109,302,.361,,,,109,302,.361,.361,57,77,.740,68,243,311,72,6,23,,126,275,martila01
132,Clyde Mayes,PF,22,MIL,65,,948,114,248,.460,,,,114,248,.460,.460,56,97,.577,97,166,263,37,9,42,,154,284,mayescl01
133,Ken Mayfield,SG,27,NYK,13,,64,17,46,.370,,,,17,46,.370,.370,3,3,1.000,1,7,8,4,0,0,,18,37,mayfike01
134,Bob McAdoo*,C,24,BUF,78,,3328,934,1918,.487,,,,934,1918,.487,.487,559,734,.762,241,724,965,315,93,160,,298,2427,mcadobo01
135,Jim McDaniels,C,27,LAL,35,,242,41,102,.402,,,,41,102,.402,.402,9,9,1.000,26,48,74,15,4,10,,40,91,mcdanji01
136,Glenn McDonald,SF,23,BOS,75,,1019,191,456,.419,,,,191,456,.419,.419,40,56,.714,56,79,135,68,39,20,,123,422,mcdongl01
137,Jim McElroy,PG,22,NOJ,51,,1134,151,296,.510,,,,151,296,.510,.510,81,110,.736,34,76,110,107,44,4,,70,383,mcelrji01
138,George McGinnis*,PF,25,PHI,77,,2946,647,1552,.417,,,,647,1552,.417,.417,475,642,.740,260,707,967,359,198,41,,334,1769,mcginge01
139,Jon McGlocklin,SG,32,MIL,33,,336,63,148,.426,,,,63,148,.426,.426,9,10,.900,3,14,17,38,8,0,,18,135,mcglojo01
140,Tom McMillen,C,23,BUF,50,,708,96,222,.432,,,,96,222,.432,.432,41,54,.759,64,122,186,69,7,6,,87,233,mcmilto01
141,Jim McMillian,SF,27,BUF,74,,2610,492,918,.536,,,,492,918,.536,.536,188,219,.858,134,256,390,205,88,14,,141,1172,mcmilji01
142,Larry McNeill,PF,25,KCK,82,,1613,295,610,.484,,,,295,610,.484,.484,207,273,.758,157,353,510,72,51,32,,244,797,mcneila01
143,Cliff Meely,PF,28,TOT,34,,313,52,132,.394,,,,52,132,.394,.394,33,48,.688,22,75,97,19,14,8,,61,137,meelycl01
143,Cliff Meely,PF,28,HOU,14,,174,32,81,.395,,,,32,81,.395,.395,9,16,.563,12,40,52,10,9,4,,31,73,meelycl01
143,Cliff Meely,PF,28,LAL,20,,139,20,51,.392,,,,20,51,.392,.392,24,32,.750,10,35,45,9,5,4,,30,64,meelycl01
144,Dean Meminger,SG,27,ATL,68,,1418,155,379,.409,,,,155,379,.409,.409,100,152,.658,65,86,151,222,54,8,,116,410,meminde01
145,John Mengelt,SG,26,DET,67,,1105,264,540,.489,,,,264,540,.489,.489,192,237,.810,27,88,115,108,40,5,,138,720,mengejo01
146,Joe Meriweather,C,22,HOU,81,,2042,338,684,.494,,,,338,684,.494,.494,154,239,.644,163,353,516,82,36,120,,219,830,meriwjo01
147,Dave Meyers,PF,22,MIL,72,,1589,198,472,.419,,,,198,472,.419,.419,135,210,.643,121,324,445,100,72,25,,145,531,meyerda01
148,Steve Mix,SF,28,PHI,81,,3039,421,844,.499,,,,421,844,.499,.499,287,351,.818,215,447,662,216,158,29,,288,1129,mixst01
149,Eric Money,PG,20,DET,80,,2267,449,947,.474,,,,449,947,.474,.474,145,180,.806,77,130,207,338,137,11,,243,1043,moneyer01
150,Earl Monroe*,SG,31,NYK,76,,2889,647,1354,.478,,,,647,1354,.478,.478,280,356,.787,48,225,273,304,111,22,,209,1574,monroea01
151,Otto Moore,C,29,NOJ,81,,2407,293,672,.436,,,,293,672,.436,.436,144,226,.637,162,631,793,216,85,136,,250,730,mooreot01
152,Jeff Mullins,SG,33,GSW,29,,311,58,120,.483,,,,58,120,.483,.483,23,29,.793,12,20,32,39,14,1,,36,139,mullije01
153,Calvin Murphy*,PG,27,HOU,82,,2995,675,1369,.493,,,,675,1369,.493,.493,372,410,.907,52,157,209,596,151,6,,294,1722,murphca01
154,Lloyd Neal,PF,25,POR,68,,2320,435,904,.481,,,,435,904,.481,.481,186,268,.694,145,440,585,118,53,107,,254,1056,nealll01
155,Don Nelson*,SF,35,BOS,75,,943,175,379,.462,,,,175,379,.462,.462,127,161,.789,56,126,182,77,14,7,,115,477,nelsodo01
156,Louie Nelson,SG,24,NOJ,66,,2030,327,755,.433,,,,327,755,.433,.433,169,230,.735,81,121,202,169,82,6,,147,823,nelsolo01
157,Mike Newlin,SG,27,HOU,82,,3065,569,1123,.507,,,,569,1123,.507,.507,385,445,.865,72,264,336,457,106,5,,263,1523,newlimi01
